Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
500192,Prag Bosimi Synthetics Ltd,PRAGBOS,PRAG BOSIMI SYNTHETICS Ltd,Active,X ,10.0,INE962B01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500193,HLV LIMITED,HLVLTD,HLV Ltd,Active,B ,2.0,INE102A01024,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS Ltd,Active,B ,10.0,INE204A01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS Ltd,Active,B ,10.0,INE560A01015,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500202,India Lease Devl. Ltd,INDLEASE,INDIA LEASE DEVELOPMENT Ltd,Active,X ,10.0,INE333C01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,Active,XT,10.0,INE680B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500207,Indo Rama Synthetics (India) Ltd,INDORAMA,INDO RAMA SYNTHETICS (INDIA) Ltd,Active,B ,10.0,INE156A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500209,Infosys Ltd,INFY,INFOSYS Ltd,Active,A ,5.0,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500210,Ingersoll-Rand (India) Ltd,INGERRAND,INGERSOLL-RAND (INDIA) Ltd,Active,A ,10.0,INE177A01018,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE Ltd-$,Active,X ,10.0,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) Ltd-$,Active,A ,1.0,INE570A01022,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS Ltd,Active,B ,10.0,INE209A01019,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500219,Jain Irrigation Systems Ltd,JISLJALEQS,JAIN IRRIGATION SYSTEMS Ltd,Active,A ,2.0,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500220,Jasch Industries Ltd,JASCH,JASCH INDUSTRIES Ltd,Active,X ,10.0,INE711C01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500227,Jindal Poly Films Ltd,JINDALPOLY,JINDAL POLY FILMS Ltd,Active,B ,10.0,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL Ltd,Active,A ,1.0,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500231,Umang Dairies Limited,UMANGDAIRY,UMANG DAIRIES Ltd,Active,T ,5.0,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS Ltd,Active,A ,1.0,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500234,Kakatiya Cement Sugar & Industries Ltd,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES Ltd,Active,B ,10.0,INE437B01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS Ltd,Active,B ,5.0,INE907A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA Ltd,Active,A ,10.0,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500239,K.G.Denim Ltd,KGDENIM,KG DENIM Ltd,Active,X ,10.0,INE104A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500240,Kinetic Engineering Ltd,KINETICENG,KINETIC ENGINEERING Ltd,Active,XT,10.0,INE266B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500241,Kirloskar Brothers Ltd,KIRLOSBROS,KIRLOSKAR BROTHERS Ltd-$,Active,A ,2.0,INE732A01036,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.0,INE250A01039,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500245,Kirloskar Ferrous Industries Ltd,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES Ltd,Active,A ,5.0,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500246,Envair Electrodyne Ltd,ENVAIREL,ENVAIR ELECTRODYNE Ltd,Active,X ,10.0,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500247,Kotak Mahindra Bank Ltd,KOTAKBANK,KOTAK MAHINDRA BANK Ltd,Active,A ,5.0,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
500249,KSB LIMITED,KSB,KSB Ltd,Active,A ,2.0,INE999A01023,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
500250,L.g.Balkrishnan & Bros. Ltd,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.Ltd,Active,B ,10.0,INE337A01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT Ltd,Active,A ,1.0,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500252,LMW Limited,LMW,LMW Ltd,Active,A ,10.0,INE269B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500253,Lic Housing Finance Ltd,LICHSGFIN,LIC HOUSING FINANCE Ltd,Active,A ,2.0,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500257,Lupin Ltd,LUPIN,LUPIN Ltd,Active,A ,2.0,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500259,Lyka Labs Ltd,LYKALABS,LYKA LABS Ltd,Active,B ,10.0,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.0,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,B ,5.0,INE965B01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500264,Mafatlal Industries Ltd,MAFATIND,MAFATLAL INDUSTRIES Ltd-$,Active,B ,2.0,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500265,Maharashtra Seamless Ltd,MAHSEAMLES,MAHARASHTRA SEAMLESS Ltd,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500266,Maharashtra Scooters Ltd,MAHSCOOTER,MAHARASHTRA SCOOTERS Ltd,Active,A ,10.0,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500267,Majestic Auto Ltd,MAJESAUT,MAJESTIC AUTO Ltd-$,Active,X ,10.0,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500268,Manali Petrochemicals Ltd,MANALIPETC,MANALI PETROCHEMICAL Ltd,Active,B ,5.0,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500270,Baroda Rayon Corpn. Ltd,BARODARY,BARODA RAYON CORPORATION Ltd,Active,X ,10.0,INE461A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.0,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES Ltd,Active,X ,10.0,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS Ltd,Active,B ,1.0,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500280,Century Enka Ltd,CENTENKA,CENTURY ENKA Ltd,Active,B ,10.0,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500282,Modern Thread (India) Ltd,MODTHREAD,MODERN THREADS (INDIA) Ltd,Active,B ,10.0,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI Ltd,Active,T ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500285,SpiceJet Limited,SPICEJET,SPICEJET Ltd,Active,B ,10.0,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500288,Morepen Laboratories Ltd,MOREPENLAB,MOREPEN LABORATORIES Ltd,Active,A ,2.0,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500290,M.R.F. Ltd,MRF,MRF Ltd,Active,A ,10.0,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA Ltd,Active,B ,10.0,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500294,NCC Limited,NCC,NCC Limited,Active,A ,2.0,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1.0,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500296,Nahar Spinning Mills Ltd,NAHARSPING,NAHAR SPINNING MILLS Ltd,Active,B ,5.0,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500298,Naperol Investments Limited,NAPEROL,Naperol Investments Ltd,Active,X ,10.0,INE585A01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500300,Grasim Industries Ltd,GRASIM,GRASIM INDUSTRIES Ltd,Active,A ,2.0,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES Ltd,Active,A ,2.0,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500304,NIIT Ltd,NIITLTD,NIIT Ltd,Active,B ,2.0,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES Ltd,Active,X ,1.0,INE903A01025,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500307,Nirlon Limited,NIRLON,NIRLON Ltd,Active,B ,10.0,INE910A01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.0,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500313,Oil Country Tubular Ltd,OILCOUNTUB,OIL COUNTRY TUBULAR Ltd,Active,B ,10.0,INE591A01010,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500314,Oriental Hotels Ltd,ORIENTHOT,ORIENTAL HOTELS Ltd,Active,B ,1.0,INE750A01020,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500317,Oswal Agro Mills Ltd,OSWALAGRO,OSWAL AGRO MILLS Ltd,Active,B ,10.0,INE142A01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500319,Indian Sucrose Ltd,INDSUCR,INDIAN SUCROSE Ltd,Active,X ,10.0,INE557C01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500322,Panyam Cements & Mineral Inds. Ltd,PANCM,PANYAM CEMENTS & MINERAL INDUSTRIES Ltd,Active,XT,10.0,INE167E01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES Ltd,Active,A ,10.0,INE002A01018,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.0,INE600A01035,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500330,Raymond Limited,RAYMOND,RAYMOND Ltd,Active,A ,10.0,INE301A01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500331,Pidilite Industries Ltd,PIDILITIND,PIDILITE INDUSTRIES Ltd,Active,A ,1.0,INE318A01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500333,Pix Transmissions Ltd,PIXTRANS,PIX TRANSMISSIONS Ltd,Active,B ,10.0,INE751B01018,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500335,Birla Corporation Ltd,BIRLACORPN,BIRLA CORPORATION Ltd,Active,A ,10.0,INE340A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500336,Surya Roshni Ltd,SURYAROSNI,SURYA ROSHNI Ltd,Active,A ,5.0,INE335A01020,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500337,Prime Securities Ltd,PRIMESECU,PRIME SECURITIES Ltd,Active,B ,5.0,INE032B01021,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.0,INE010A01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2.0,INE855B01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
500342,Prudential Sugar Corporation Ltd,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION Ltd,Active,T ,10.0,INE024D01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.0,INE606A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500346,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS Ltd-$,Active,B ,10.0,INE609A01010,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500350,RSWM Limited,RSWM,RSWM Ltd,Active,B ,10.0,INE611A01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500354,Rajshree Sugars & Chemicals Ltd,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS Ltd,Active,B ,10.0,INE562B01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500355,Rallis India Ltd,RALLIS,RALLIS INDIA Ltd,Active,A ,1.0,INE613A01020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT Ltd,Active,T ,10.0,INE278B01020,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500357,Rama Paper Mills Limited,RAMAPPR-B,RAMA PAPER MILLS Ltd,Active,Z ,10.0,INE425E01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500360,Rapicut Carbides Ltd,RAPICUT,RAPICUT CARBIDES Ltd,Active,X ,10.0,INE350D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,T ,6.0,INE731F01037,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500366,Rolta India Ltd,ROLTA,ROLTA INDIA Ltd,Active,Z ,10.0,INE293A01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500367,Rubfila International Ltd,RUBFILA,RUBFILA INTERNATIONAL Ltd,Active,B ,5.0,INE642C01025,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500368,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Active,A ,2.0,INE619A01035,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500370,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL Ltd,Active,X ,10.0,INE924A01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500378,Jindal Saw Ltd,JINDALSAW,JINDAL SAW Ltd,Active,A ,1.0,INE324A01032,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT Ltd,Active,A ,5.0,INE786A01032,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
